"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"170449","AT 2025hr","12:34:20.039","+05:04:46.85","","","","","ZTF","ZTF","","ZTF","ZTF25aabmkua","P48 - ZTF-Cam","","1","1","","19.6739","g-ZTF","2025-01-05 10:30:17.997","Fritz","","","","","",""
"170448","AT 2025hq","06:44:22.123","-10:16:22.73","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J064422.12-101622.7","BG3 - BlackGEM-Cam3, ML1 - MeerLICHT-Cam","","1","1","","18.36","BG-q-BlackGem","2025-01-09 06:33:45.000","BlackGEM_Bot1","","","","","",""
"170447","AT 2025hp","06:47:11.195","-10:25:14.04","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J064711.19-102514.0","BG3 - BlackGEM-Cam3, ML1 - MeerLICHT-Cam","","1","1","","17.65","BG-q-BlackGem","2025-01-09 06:33:45.000","BlackGEM_Bot1","","","","","",""
"170446","AT 2025ho","07:08:01.103","-20:43:00.00","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J070801.10-204300.0","BG3 - BlackGEM-Cam3, ML1 - MeerLICHT-Cam","","1","1","","20.13","BG-q-BlackGem","2025-01-09 05:28:02.000","BlackGEM_Bot1","","","","","",""
"170445","AT 2025hn","07:20:23.875","-30:30:23.93","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J072023.87-303023.9","BG4 - BlackGEM-Cam4","","1","1","","19.34","BG-q-BlackGem","2025-01-09 00:50:47.000","BlackGEM_Bot1","","","","","",""
"170444","AT 2025hm","12:49:25.711","-06:08:54.86","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J124925.71-060854.8","BG2 - BlackGEM-Cam2","","1","1","","19.27","BG-q-BlackGem","2025-01-09 07:16:18.000","BlackGEM_Bot1","","","","","",""
"170442","AT 2025hk","11:19:09.564","+12:29:07.14","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J111909.56+122907.1","BG2 - BlackGEM-Cam2","","1","1","","19.25","BG-q-BlackGem","2025-01-09 05:42:03.000","BlackGEM_Bot1","","","","","",""
"170441","AT 2025hj","12:22:16.091","+02:04:50.00","","","","","ZTF","ZTF","","ZTF","ZTF25aaasyom","P48 - ZTF-Cam","","1","1","","19.5874","g-ZTF","2025-01-05 10:30:17.997","Fritz","","","","","",""
"170440","AT 2025hi","12:35:57.586","+44:36:25.63","","","","","ZTF","ZTF","","ZTF","ZTF25aabmobi","P48 - ZTF-Cam","","1","1","","20.1469","g-ZTF","2025-01-05 10:16:59.998","Fritz","","","","","",""
"170438","AT 2025hh","10:45:46.837","-01:11:45.11","","","","","ZTF","ZTF","","ZTF","ZTF25aabmgyl","P48 - ZTF-Cam","","1","1","","20.361","g-ZTF","2025-01-06 09:29:50.000","Fritz","","","","","",""
"170437","AT 2025hg","10:59:26.498","-02:28:33.66","","","","","ZTF","ZTF","","ZTF","ZTF25aabmhra","P48 - ZTF-Cam","","1","1","","20.123","g-ZTF","2025-01-06 09:29:50.000","Fritz","","","","","",""
"170436","AT 2025hf","12:29:16.826","+05:04:04.41","","","","","ZTF","ZTF","","ZTF","ZTF25aabmhdd","P48 - ZTF-Cam","","1","1","","20.6332","g-ZTF","2025-01-01 09:52:48.996","Fritz","","","","","",""
"170432","AT 2025he","11:07:45.854","+58:20:20.44","","","","","ZTF","ZTF","","ZTF","ZTF25aaapqtq","P48 - ZTF-Cam","","1","1","","20.8428","g-ZTF","2025-01-01 11:13:13.002","Fritz","","","","","",""
"170431","SN 2025hd","09:06:06.825","-24:03:52.58","SN Ia","0.079","","","ZTF","ZTF","SCAT","ZTF","ZTF25aablymz","P48 - ZTF-Cam","UH88 - SNIFS","1","1","","19.1189","g-ZTF","2025-01-05 10:03:59.002","Fritz","","","","","",""
"170430","AT 2025hc","10:13:19.874","+28:59:25.40","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","18.89","Clear-","2025-01-08 23:34:14.304","LAST_Bot1","","","","","",""
"170429","AT 2025hb","15:26:41.385","+06:42:19.43","","","","","GOTO","GOTO","","GOTO","GOTO25fa","GOTO-N - GOTO-1","","1","1","","18.59","L-GOTO","2025-01-09 06:24:30.528","GOTO_bot","","","","","",""
"170428","AT 2025ha","13:38:34.362","+53:37:10.24","","","","","GOTO","GOTO","","GOTO","GOTO25et","GOTO-N - GOTO-1","","1","1","","19.54","L-GOTO","2025-01-09 03:48:49.824","GOTO_bot","","","","","",""
"170427","AT 2025gz","10:27:09.881","+42:33:45.74","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25bj","PS2 - GPC2","","1","1","","20.64","r-P1","2025-01-05 11:42:17.280","YSE_Bot1","","","","","",""
"170426","AT 2025gy","06:15:51.581","+56:29:06.35","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25bi","PS2 - GPC2","","1","1","","20.94","g-P1","2025-01-07 09:01:33.312","YSE_Bot1","","","","","",""
"170425","AT 2025gx","10:45:38.071","+39:03:07.69","","","","","YSE, ZTF","Pan-STARRS, ZTF","","Pan-STARRS, ZTF","PS25bh","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.41","g-P1","2025-01-07 12:51:12.384","YSE_Bot1","","","","","",""
"170424","AT 2025gw","08:07:35.912","+34:58:19.67","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25bg","PS1 - GPC1","","1","1","","20.6","i-P1","2025-01-07 11:14:20.256","YSE_Bot1","","","","","",""
