"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"170374","AT 2025fl","13:02:22.613","+31:57:57.09","","","","","ZTF","ZTF","","ZTF","ZTF25aaatafw","P48 - ZTF-Cam","","1","1","","19.4396","g-ZTF","2025-01-05 10:55:37.997","Fritz","","","","","",""
"170373","AT 2025fk","11:00:59.909","-14:02:18.75","","","","","ZTF","ZTF","","ZTF","ZTF25aaaqfrf","P48 - ZTF-Cam","","1","1","","16.9175","r-ZTF","2025-01-03 12:33:19.995","Fritz","","","","","",""
"170372","AT 2025fj","07:36:12.022","+38:48:07.39","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25agy","ATLAS-MLO - ATLAS-01","","1","1","","18.996","orange-ATLAS","2025-01-06 08:01:03.648","ATLAS_Bot1","","","","","",""
"170371","AT 2025fi","02:49:05.447","-14:28:06.07","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25agx","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03","","1","1","","18.869","orange-ATLAS","2025-01-07 06:09:16.416","ATLAS_Bot1","","","","","",""
"170369","AT 2025fh","07:38:03.510","-03:42:27.80","","","","","XOSS","XOSS","","XOSS","KATS25A009","Other - Other","","1","1","","18.38","Clear-","2025-01-06 18:10:28.992","Mi Zhang","","","","","",""
"170367","AT 2025fg","11:11:50.910","-61:00:45.22","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25abj","Gaia - Gaia-photometric","","1","1","","15.81","G-Gaia","2025-01-04 16:17:45.600","Gaia_Bot1","","","2025TNSTR..69....1H","","",""
"170366","AT 2025ff","01:42:07.742","-58:16:43.09","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25agw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.839","orange-ATLAS","2025-01-06 19:01:31.008","ATLAS_Bot1","","","2025TNSTR..65....1T","","",""
"170365","AT 2025fe","02:20:28.761","+36:21:56.56","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25av","PS1 - GPC1","","1","1","","20.54","g-P1","2025-01-05 05:13:17.184","YSE_Bot1","","","2025TNSTR..75....1J","","",""
"170364","AT 2025fd","03:58:54.819","-23:38:20.56","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25au","PS1 - GPC1","","1","1","","20.44","g-P1","2025-01-06 07:26:55.104","YSE_Bot1","","","2025TNSTR..75....1J","","",""
"170363","AT 2025fc","10:19:55.114","-16:06:39.28","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25at","PS2 - GPC2","","1","1","","20.52","i-P1","2025-01-04 13:12:32.832","YSE_Bot1","","","2025TNSTR..75....1J","","",""
"170362","AT 2025fb","03:14:36.660","-16:20:07.88","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25as","PS2 - GPC2","","1","1","","20.53","i-P1","2025-01-06 06:58:52.032","YSE_Bot1","","","2025TNSTR..75....1J","","",""
"170361","AT 2025fa","11:17:12.471","+44:52:00.15","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25ar","PS2 - GPC2","","1","1","","18.22","r-P1","2025-01-05 11:44:44.160","YSE_Bot1","","","2025TNSTR..75....1J","","",""
"170360","AT 2025ez","06:26:04.712","+51:19:51.06","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25aq","PS2 - GPC2","","1","1","","20.82","g-P1","2025-01-06 09:03:15.264","YSE_Bot1","","","2025TNSTR..75....1J","","",""
"170359","AT 2025ey","16:12:51.180","+21:21:51.43","","","SDSS J161251.23+212151.8","","ALeRCE","ZTF","","ZTF","ZTF24abpqerw","P48 - ZTF-Cam","","1","1","","19.753","r-ZTF","2025-01-06 13:24:23.999","ALeRCE","","","2025TNSTR..64....1M","","",""
"170358","AT 2025ex","03:26:10.535","-07:10:59.30","","","SDSS J032610.53-071059.3","","ALeRCE","ZTF","","ZTF","ZTF25aaakvca","P48 - ZTF-Cam","","1","1","","20.1127","r-ZTF","2025-01-04 04:03:10.999","ALeRCE","","","2025TNSTR..64....1M","","",""
